street,num_opponents,pot_bb,facing_bet_bb,effective_stack_bb,allow_bluffs,equity,pot_odds,action
preflop,4,40.15,13.52,109.74,0,0.145,0.25191,FOLD
river,4,7.68,8.43,146.51,0,0.06,0.523277,FOLD
turn,3,5.23,2.34,92.33,0,0.06,0.309115,FOLD
turn,2,23.48,14.77,125.01,0,0.09,0.386144,FOLD
preflop,2,22.96,11.27,139.11,0,0.355,0.329243,CALL
preflop,4,65.36,16.57,123.57,0,0.18,0.202246,FOLD
turn,1,69.73,33.21,23.91,0,0.28,0.322615,FOLD
river,2,64.98,17.94,88.76,0,0.0,0.216353,FOLD
river,3,31.4,8.51,137.33,0,0.025,0.21323,FOLD
turn,3,2.93,0.01,31.67,0,0.28,0.003401,CALL
turn,4,4.78,3.51,59.89,0,0.065,0.423402,FOLD
preflop,1,5.54,0.54,110.7,0,0.485,0.088816,CALL
flop,4,9.77,2.48,115.62,0,0.28,0.202449,CALL
river,4,47.16,8.69,84.6,0,0.08,0.155595,FOLD
preflop,1,11.71,3.88,135.1,0,0.655,0.248877,RAISE
turn,3,51.74,6.72,149.96,0,0.38,0.11495,CALL
flop,2,40.25,27.6,98.83,0,0.57,0.40678,CALL
preflop,1,67.92,17.19,85.97,0,0.665,0.201974,RAISE
turn,2,31.01,17.21,116.8,0,0.495,0.356906,CALL
river,1,9.58,8.41,60.38,0,0.08,0.467482,FOLD
flop,2,70.13,7.39,135.96,0,0.295,0.09533,CALL
river,4,64.23,25.49,88.48,0,0.0,0.284106,FOLD
preflop,3,79.35,26.55,132.23,0,0.175,0.250708,FOLD
river,1,46.01,24.72,61.26,0,0.83,0.349498,RAISE
turn,1,35.04,11.22,81.38,0,0.385,0.242542,CALL
river,4,69.42,15.85,79.54,0,0.0,0.18588,FOLD
river,1,46.76,30.6,133.97,0,0.5,0.395553,CALL
flop,2,45.97,18.07,131.19,0,0.63,0.282167,CALL
turn,2,65.28,3.31,136.39,0,0.02,0.048258,FOLD
river,4,53.13,9.04,134.41,0,0.0,0.145408,FOLD
flop,1,31.38,9.49,43.48,0,0.355,0.2322,CALL
flop,4,7.72,5.79,106.71,0,0.25,0.428571,FOLD
flop,3,5.87,0.2,130.54,0,0.055,0.032949,CALL
turn,1,32.65,20.45,148.12,0,0.775,0.385122,RAISE
preflop,4,46.98,1.16,61.7,0,0.265,0.024096,CALL
flop,4,10.67,5.01,61.94,0,0.035,0.319515,FOLD
river,4,20.29,0.35,35.87,0,0.105,0.016957,CALL
turn,3,48.49,9.85,141.42,0,0.89,0.168838,RAISE
flop,3,2.35,2.29,25.45,0,0.165,0.493534,FOLD
river,3,70.98,12.88,101.24,0,0.95,0.153589,RAISE
preflop,4,73.94,26.08,109.37,0,0.28,0.260748,CALL
turn,1,11.31,6.82,56.84,0,0.65,0.376172,RAISE
preflop,2,63.12,16.43,59.4,0,0.13,0.206537,FOLD
flop,2,48.82,21.4,82.74,0,0.175,0.304756,FOLD
flop,1,32.65,14.49,29.17,0,0.22,0.307382,FOLD
river,3,71.16,2.03,51.97,0,0.0,0.027736,FOLD
preflop,1,10.86,7.2,34.89,0,0.555,0.398671,CALL
flop,1,66.56,26.09,105.72,0,0.32,0.281597,CALL
preflop,4,4.1,4.56,146.01,0,0.185,0.526559,FOLD
turn,3,53.14,28.85,139.69,0,0.14,0.351872,FOLD
flop,4,29.58,26.47,103.17,0,0.035,0.472257,FOLD
preflop,4,37.2,3.09,21.22,0,0.125,0.076694,CALL
turn,1,21.64,9.57,110.0,0,0.24,0.306632,FOLD
river,3,32.74,0.1,105.07,0,0.0,0.003045,CALL
turn,4,47.72,9.0,128.69,0,0.01,0.158674,FOLD
turn,3,57.73,1.57,68.31,0,0.19,0.026476,CALL
turn,1,56.67,24.66,47.14,0,0.72,0.303209,RAISE
preflop,3,3.35,0.31,29.32,0,0.325,0.084699,CALL
turn,4,30.66,33.25,116.7,0,0.505,0.520263,CALL
preflop,2,59.29,32.47,47.76,0,0.265,0.353858,FOLD
river,1,14.61,15.05,126.95,0,0.995,0.507417,RAISE
flop,1,55.86,33.13,95.89,0,0.465,0.372289,CALL
preflop,4,16.82,5.26,108.71,0,0.2,0.238225,FOLD
preflop,1,64.55,9.5,86.84,0,0.52,0.128292,CALL
river,2,17.19,20.09,120.76,0,0.005,0.538895,FOLD
preflop,1,31.0,10.16,22.41,0,0.405,0.246842,CALL
preflop,4,59.23,18.62,110.02,0,0.16,0.239178,FOLD
river,4,53.78,32.89,55.24,0,0.0,0.379485,FOLD
turn,4,74.04,23.56,45.31,0,0.01,0.241393,FOLD
river,1,30.51,22.7,80.59,0,0.935,0.426612,RAISE
turn,3,40.35,18.51,135.64,0,0.28,0.314475,FOLD
river,2,62.84,30.32,20.96,0,0.405,0.325462,CALL
flop,2,58.26,26.37,35.74,0,0.4,0.311592,CALL
flop,2,3.68,0.47,125.95,0,0.35,0.113253,CALL
preflop,4,29.36,24.07,80.36,0,0.13,0.450496,FOLD
river,1,35.43,13.66,147.52,0,0.715,0.278264,RAISE
turn,2,34.56,15.88,86.28,0,0.36,0.31483,CALL
flop,1,16.24,10.26,29.41,0,0.53,0.38717,CALL
river,1,11.38,12.43,96.84,0,0.77,0.52205,RAISE
river,4,69.87,9.17,33.19,0,0.085,0.116017,FOLD
preflop,4,48.68,9.96,78.15,0,0.155,0.16985,CALL
preflop,4,64.33,0.9,130.75,0,0.15,0.013797,CALL
flop,2,32.81,33.13,105.7,0,0.225,0.502426,FOLD
flop,3,8.76,5.63,90.6,0,0.1,0.391244,FOLD
preflop,3,63.24,27.52,86.95,0,0.155,0.303217,FOLD
turn,3,30.69,22.4,75.2,0,0.275,0.421925,FOLD
flop,2,30.83,15.64,120.67,0,0.24,0.336561,FOLD
preflop,2,23.66,27.06,141.19,0,0.34,0.533517,FOLD
river,3,12.66,13.56,92.08,0,0.39,0.517162,FOLD
preflop,3,54.45,1.07,54.53,0,0.17,0.019272,CALL
turn,4,63.11,33.49,132.03,0,0.12,0.346687,FOLD
flop,4,22.19,15.23,32.57,0,0.135,0.407002,FOLD
flop,3,39.48,13.42,70.84,0,0.135,0.253686,FOLD
river,2,13.88,8.17,144.84,0,0.235,0.370522,FOLD
turn,3,4.86,0.76,103.35,0,0.135,0.135231,CALL
flop,1,78.83,34.86,45.99,0,0.29,0.306623,CALL
river,1,46.84,13.18,148.62,0,0.635,0.219593,CALL
turn,4,9.25,1.14,104.11,0,0.5,0.109721,CALL
turn,3,71.87,18.06,124.46,0,0.08,0.200823,FOLD
preflop,1,21.61,13.21,84.91,0,0.495,0.37938,CALL
preflop,2,61.42,19.38,40.51,0,0.37,0.239851,CALL
flop,3,67.02,33.31,117.61,0,0.09,0.332004,FOLD
turn,1,41.62,20.16,50.69,0,0.145,0.326319,FOLD
preflop,4,51.42,34.87,79.97,0,0.18,0.404102,FOLD
river,1,48.26,8.83,33.66,0,0.93,0.154668,RAISE
river,4,62.86,20.73,59.68,0,0.02,0.247996,FOLD
preflop,2,35.2,1.43,102.56,0,0.37,0.039039,CALL
preflop,3,3.81,3.2,33.95,0,0.285,0.456491,FOLD
turn,2,38.47,30.66,144.87,0,0.86,0.443512,RAISE
turn,2,78.94,16.17,27.59,0,0.11,0.170014,FOLD
preflop,3,34.04,21.08,71.99,0,0.37,0.382438,CALL
river,2,6.56,0.45,121.28,0,0.055,0.064194,CALL
flop,2,16.89,10.1,102.3,0,0.16,0.374213,FOLD
preflop,4,43.96,28.93,30.64,0,0.23,0.396899,FOLD
flop,3,67.97,2.48,100.44,0,0.02,0.035202,CALL
flop,3,48.3,33.6,27.34,0,0.155,0.410256,FOLD
river,2,26.2,16.82,81.65,0,0.105,0.390981,FOLD
preflop,3,30.32,17.35,29.58,0,0.375,0.363961,CALL
flop,4,45.72,14.92,82.57,0,0.2,0.246042,FOLD
river,3,77.55,32.89,114.05,0,0.99,0.297809,RAISE
river,2,58.58,14.05,25.94,0,0.745,0.193446,RAISE
river,2,27.39,18.02,57.51,0,0.03,0.396829,FOLD
river,3,65.88,6.03,37.99,0,0.08,0.083855,CALL
turn,4,30.9,4.81,110.48,0,0.065,0.134696,FOLD
flop,2,40.42,11.91,50.14,0,0.39,0.227594,CALL
flop,2,36.41,28.76,38.05,0,0.575,0.441307,CALL
flop,2,26.95,26.37,51.83,0,0.36,0.494561,FOLD
turn,2,35.74,0.66,88.52,0,0.18,0.018132,CALL
turn,2,7.35,7.46,126.29,0,0.28,0.503714,FOLD
preflop,4,65.27,6.86,126.53,0,0.23,0.095106,CALL
turn,1,13.2,5.09,77.41,0,0.635,0.278294,CALL
flop,1,44.23,8.21,100.23,0,0.37,0.15656,CALL
flop,2,44.91,5.6,129.42,0,0.35,0.110869,CALL
turn,2,31.48,17.32,94.4,0,0.12,0.354918,FOLD
preflop,4,32.34,31.24,69.58,0,0.25,0.491349,FOLD
flop,4,20.74,5.15,132.11,0,0.805,0.198919,RAISE
flop,3,22.93,19.53,28.78,0,0.18,0.459962,FOLD
preflop,3,63.92,6.04,24.04,0,0.245,0.086335,CALL
flop,2,56.29,18.58,41.54,0,0.165,0.248163,FOLD
turn,3,7.18,6.82,132.4,0,0.09,0.487143,FOLD
preflop,3,42.72,32.76,85.44,0,0.315,0.434022,FOLD
flop,1,63.66,24.88,42.61,0,0.26,0.281003,FOLD
preflop,3,6.36,0.88,42.47,0,0.385,0.121547,CALL
preflop,3,70.45,23.77,110.82,0,0.34,0.252282,CALL
preflop,4,27.09,21.73,124.33,0,0.165,0.445104,FOLD
turn,4,9.33,7.66,32.6,0,0.0,0.450853,FOLD
turn,1,75.36,27.61,84.35,0,1.0,0.268136,RAISE
flop,3,2.76,2.21,113.67,0,0.08,0.444668,FOLD
river,3,50.66,31.76,93.75,0,0.0,0.385343,FOLD
flop,2,43.57,33.24,59.14,0,0.37,0.432756,FOLD
river,3,4.62,0.74,125.72,0,0.0,0.13806,FOLD
preflop,1,64.37,27.63,47.58,0,0.315,0.300326,CALL
flop,4,60.86,16.05,34.2,0,0.255,0.208685,CALL
river,2,58.01,19.72,93.16,0,0.05,0.253699,FOLD
river,3,53.37,17.0,99.75,0,0.03,0.24158,FOLD
flop,1,70.95,21.93,132.51,0,0.49,0.236111,CALL
preflop,1,34.18,32.96,33.78,0,0.46,0.490915,FOLD
river,2,57.26,5.31,108.56,0,0.0,0.084865,FOLD
river,1,44.03,19.77,105.72,0,0.14,0.309875,FOLD
preflop,3,64.04,2.4,128.41,0,0.35,0.036123,CALL
flop,1,11.95,3.0,59.38,0,0.875,0.200669,RAISE
river,1,27.29,3.35,137.35,0,0.685,0.109334,RAISE
flop,3,48.53,27.05,27.95,0,0.18,0.357899,FOLD
preflop,2,24.13,28.65,64.04,0,0.41,0.542819,FOLD
turn,1,64.98,4.79,74.41,0,0.99,0.068654,RAISE
river,1,28.69,3.52,110.31,0,0.45,0.109283,CALL
flop,4,18.25,16.99,28.83,0,0.24,0.482123,FOLD
flop,3,17.01,2.36,41.52,0,0.945,0.121838,RAISE
preflop,3,51.48,27.24,102.32,0,0.22,0.346037,FOLD
preflop,1,59.26,29.58,88.82,0,0.485,0.332958,CALL
flop,1,2.13,0.14,77.79,0,0.92,0.061674,RAISE
river,2,13.72,7.63,31.39,0,0.68,0.357377,RAISE
preflop,2,23.3,27.91,50.27,0,0.215,0.545011,FOLD
river,4,12.98,5.74,50.1,0,0.0,0.306624,FOLD
turn,2,77.47,16.65,73.25,0,0.285,0.176902,CALL
river,3,7.62,8.9,30.95,0,0.035,0.538741,FOLD
turn,4,68.05,8.31,137.36,0,0.075,0.108827,FOLD
flop,2,50.87,2.32,103.46,0,0.245,0.043617,CALL
flop,4,44.58,3.55,127.46,0,0.095,0.073759,CALL
flop,1,60.31,13.64,56.81,0,0.76,0.184449,RAISE
flop,2,65.19,11.09,89.36,0,0.72,0.145385,RAISE
flop,2,24.17,22.7,33.62,0,0.65,0.484318,RAISE
flop,3,17.31,12.44,75.99,0,0.105,0.418151,FOLD
turn,3,19.85,13.62,138.44,0,0.145,0.406932,FOLD
turn,4,56.29,5.73,122.06,0,0.01,0.09239,FOLD
turn,4,71.45,17.99,34.42,0,0.02,0.20114,FOLD
preflop,4,42.96,2.65,124.65,0,0.26,0.058101,CALL
river,3,4.02,1.76,131.67,0,0.415,0.304498,CALL
flop,1,24.91,4.2,138.69,0,0.595,0.14428,CALL
turn,2,76.2,5.81,132.5,0,0.185,0.070845,CALL
turn,1,30.37,10.29,129.42,0,0.14,0.253074,FOLD
flop,4,17.57,16.06,88.64,0,0.14,0.47755,FOLD
preflop,1,10.6,8.63,59.65,0,0.52,0.448778,CALL
turn,4,27.2,2.12,94.03,0,0.49,0.072306,CALL
river,1,36.9,2.13,80.59,0,0.68,0.054573,RAISE
turn,1,25.95,2.86,122.43,0,0.235,0.099271,CALL
turn,3,4.44,4.85,110.31,0,0.055,0.522067,FOLD
preflop,1,70.55,28.33,70.16,0,0.415,0.286509,CALL
river,1,72.93,10.48,62.78,0,0.82,0.125644,RAISE
river,1,48.86,2.64,138.78,0,0.145,0.051262,CALL
turn,3,15.51,13.09,33.17,0,0.595,0.457692,CALL
river,4,79.11,11.09,118.18,0,0.405,0.122949,CALL
preflop,4,75.16,15.46,116.29,0,0.09,0.170603,FOLD
flop,3,35.81,16.44,99.12,0,0.515,0.314641,CALL
flop,3,47.56,23.36,82.1,0,0.05,0.329385,FOLD
turn,3,72.49,3.17,82.51,0,0.615,0.041898,CALL
river,1,4.74,0.05,46.01,0,0.685,0.010438,RAISE
turn,2,27.52,4.16,54.75,0,0.26,0.131313,CALL
preflop,3,74.35,22.74,85.74,0,0.2,0.234216,FOLD
river,4,56.83,27.55,104.25,0,0.34,0.326499,CALL
flop,2,63.0,13.42,123.66,0,0.68,0.175608,RAISE
flop,3,28.78,21.81,106.8,0,0.22,0.431113,FOLD
river,4,30.14,28.83,21.7,0,0.165,0.488893,FOLD
preflop,3,73.87,22.42,91.25,0,0.21,0.232838,FOLD
river,1,65.43,31.23,101.5,0,0.33,0.323091,CALL
turn,4,60.82,15.0,62.38,0,0.25,0.197837,CALL
turn,4,46.76,19.16,90.49,0,0.39,0.290655,CALL
flop,4,7.34,4.06,114.87,0,0.77,0.35614,RAISE
turn,4,75.32,17.94,133.97,0,0.13,0.192365,FOLD
river,2,19.44,8.56,91.77,0,0.02,0.305714,FOLD
preflop,3,38.28,33.27,122.44,0,0.195,0.46499,FOLD
turn,1,66.69,4.98,69.46,0,0.655,0.069485,RAISE
turn,4,74.26,29.47,92.64,0,0.495,0.284103,CALL
flop,2,67.5,3.21,149.9,0,0.15,0.045397,CALL
flop,2,43.93,10.37,68.89,0,0.905,0.190976,RAISE
flop,1,49.74,28.32,84.96,0,0.71,0.362798,RAISE
turn,1,71.14,12.06,58.9,0,0.355,0.144952,CALL
flop,1,76.32,19.23,125.65,0,0.83,0.201256,RAISE
flop,1,37.12,16.54,102.27,0,0.405,0.308237,CALL
river,2,23.35,26.19,129.93,0,0.9,0.528664,RAISE
turn,4,33.94,15.54,59.56,0,0.01,0.314066,FOLD
preflop,3,33.76,19.5,80.09,0,0.18,0.366128,FOLD
preflop,4,79.25,34.74,51.5,0,0.065,0.304764,FOLD
river,3,28.86,15.55,71.36,0,0.22,0.350146,FOLD
turn,1,43.21,33.98,80.81,0,0.33,0.440212,FOLD
river,3,2.65,1.33,35.69,0,0.69,0.334171,RAISE
river,2,34.91,24.56,34.83,0,0.76,0.412981,RAISE
river,1,52.89,32.56,96.62,0,0.77,0.381042,RAISE
flop,1,67.42,29.39,77.84,0,0.445,0.303584,CALL
preflop,2,64.37,25.45,120.39,0,0.25,0.283344,FOLD
turn,4,68.6,19.52,139.47,0,0.17,0.221516,FOLD
turn,1,15.24,14.08,66.22,0,0.245,0.480218,FOLD
preflop,3,44.85,3.1,143.32,0,0.175,0.064651,CALL
turn,1,33.52,32.67,135.63,0,0.405,0.493579,FOLD
preflop,3,30.38,4.26,106.52,0,0.405,0.122979,CALL
flop,1,58.61,31.93,118.39,0,0.385,0.352662,CALL
preflop,4,35.59,18.1,38.66,0,0.215,0.337121,FOLD
river,2,67.07,26.13,34.23,0,0.57,0.280365,CALL
preflop,3,18.99,21.27,64.89,0,0.135,0.528316,FOLD
river,3,7.42,4.09,105.04,0,0.185,0.355343,FOLD
flop,1,30.71,8.43,92.2,0,0.555,0.215381,CALL
turn,2,71.97,19.99,105.24,0,0.885,0.217377,RAISE
turn,4,23.9,23.42,85.47,0,0.25,0.494928,FOLD
preflop,4,11.7,0.07,54.17,0,0.19,0.005947,CALL
river,2,55.31,7.33,102.02,0,0.06,0.117018,FOLD
flop,2,12.14,4.87,86.06,0,0.675,0.286302,RAISE
river,3,73.41,31.94,149.73,0,0.98,0.30318,RAISE
turn,3,65.61,10.76,122.54,0,0.03,0.140893,FOLD
turn,2,23.78,5.98,147.64,0,0.36,0.200941,CALL
turn,4,19.17,18.81,32.51,0,0.465,0.495261,FOLD
river,1,64.58,3.36,56.12,0,0.58,0.049455,CALL
turn,4,51.91,1.11,131.94,0,0.51,0.020935,CALL
flop,4,63.67,3.85,143.9,0,0.37,0.05702,CALL
turn,3,41.04,22.19,71.34,0,0.06,0.350941,FOLD
flop,2,31.02,29.96,28.56,0,0.23,0.491309,FOLD
river,2,25.46,20.02,85.23,0,0.065,0.440193,FOLD
river,2,50.57,20.47,83.85,0,0.51,0.288148,CALL
preflop,1,49.32,8.53,62.95,0,0.545,0.14745,CALL
preflop,3,2.6,1.11,118.29,0,0.305,0.299191,CALL
turn,3,26.23,10.88,69.09,0,0.05,0.293182,FOLD
turn,3,23.83,6.04,102.37,0,0.125,0.20221,FOLD
preflop,3,41.57,34.2,142.93,0,0.18,0.451366,FOLD
flop,3,55.52,28.47,71.84,0,0.32,0.338969,CALL
river,4,54.95,33.81,74.98,0,0.01,0.380915,FOLD
turn,4,34.88,33.72,142.29,0,0.27,0.491545,FOLD
preflop,2,43.38,18.2,81.69,0,0.61,0.295551,CALL
turn,2,49.86,23.37,81.05,0,0.365,0.319132,CALL
preflop,2,26.99,18.02,71.14,0,0.245,0.400355,FOLD
flop,2,23.11,10.08,138.53,0,0.545,0.303706,CALL
turn,4,6.79,1.01,102.39,0,0.075,0.129487,FOLD
flop,4,47.34,24.68,27.72,0,0.175,0.342683,FOLD
river,2,25.44,20.12,136.24,0,0.01,0.441615,FOLD
flop,3,63.11,6.29,76.28,0,0.095,0.090634,CALL
river,1,21.0,1.53,41.22,0,0.365,0.067909,CALL
preflop,2,46.1,7.21,78.78,0,0.315,0.135247,CALL
preflop,3,59.46,8.05,27.05,0,0.265,0.119242,CALL
river,2,18.78,7.29,107.57,0,0.425,0.279632,CALL
turn,2,2.01,0.35,144.86,0,0.1,0.148305,FOLD
preflop,4,10.12,7.22,116.87,0,0.125,0.416378,FOLD
preflop,4,24.83,3.23,96.26,0,0.185,0.11511,CALL
preflop,4,53.72,5.33,50.14,0,0.14,0.090262,CALL
preflop,2,56.22,15.14,83.26,0,0.245,0.212164,CALL
flop,2,68.68,18.15,130.71,0,0.21,0.209029,CALL
river,4,8.13,5.04,120.1,0,0.0,0.382688,FOLD
river,3,69.74,15.64,75.74,0,0.155,0.183181,FOLD
preflop,4,57.27,33.62,130.49,0,0.3,0.369898,FOLD
flop,4,73.74,5.87,144.78,0,0.125,0.073734,CALL
flop,3,51.88,11.6,111.57,0,0.35,0.182735,CALL
flop,2,59.68,21.63,59.9,0,0.215,0.266019,FOLD
flop,4,2.31,1.87,83.46,0,0.245,0.447368,FOLD
river,2,7.09,3.46,38.04,0,0.01,0.327962,FOLD
flop,4,22.12,5.66,101.34,0,0.06,0.203744,FOLD
turn,2,78.85,6.9,113.55,0,0.165,0.080466,CALL
river,2,64.34,30.46,114.19,0,0.015,0.321308,FOLD
turn,1,52.61,18.47,24.46,0,0.855,0.259848,RAISE
flop,1,12.35,12.1,72.23,0,0.75,0.494888,RAISE
river,2,69.3,16.51,146.78,0,0.83,0.192402,RAISE
turn,3,2.97,3.2,115.7,0,0.27,0.518639,FOLD
turn,1,53.27,15.13,22.26,0,0.595,0.221199,CALL
turn,4,70.2,12.31,44.56,0,0.395,0.149194,CALL
preflop,2,76.4,3.58,80.59,0,0.17,0.044761,CALL
river,3,62.81,30.7,141.48,0,0.015,0.328307,FOLD
river,3,45.76,19.49,59.68,0,0.005,0.298697,FOLD
preflop,2,41.64,32.49,45.6,0,0.36,0.438284,FOLD
preflop,3,32.57,33.2,83.53,0,0.205,0.504789,FOLD
preflop,2,49.67,2.05,135.56,0,0.485,0.039637,CALL
river,4,7.34,7.44,110.71,0,0.36,0.503383,FOLD
preflop,3,11.32,6.22,52.84,0,0.18,0.354618,FOLD
flop,3,58.26,5.06,76.34,0,0.21,0.079912,CALL
preflop,2,9.39,6.16,146.18,0,0.465,0.396141,CALL
flop,2,21.04,19.33,47.81,0,0.22,0.478821,FOLD
flop,2,31.4,5.21,138.24,0,0.275,0.142311,CALL
river,2,69.4,26.36,68.2,0,0.105,0.275272,FOLD
preflop,4,71.45,19.92,69.18,0,0.245,0.218015,CALL
river,1,76.86,32.53,147.34,0,0.5,0.297376,CALL
preflop,1,12.15,0.57,84.92,0,0.57,0.044811,CALL
preflop,2,15.41,9.25,68.44,0,0.375,0.375101,CALL
river,3,64.73,18.37,135.43,0,0.12,0.221059,FOLD
turn,2,5.64,4.5,113.82,0,0.085,0.443787,FOLD
turn,3,25.85,1.99,129.88,0,0.37,0.07148,CALL
preflop,1,10.75,1.93,70.38,0,0.265,0.152208,CALL
river,3,14.73,2.65,73.15,0,0.17,0.152474,CALL
flop,1,51.84,32.03,75.08,0,0.625,0.381901,CALL
turn,1,51.67,18.45,74.71,0,0.59,0.26312,CALL
flop,3,68.88,20.27,148.27,0,0.15,0.22737,FOLD
flop,4,4.61,2.78,110.23,0,0.155,0.376184,FOLD
river,3,71.74,27.87,90.83,0,0.0,0.279791,FOLD
turn,3,50.7,27.92,91.59,0,0.37,0.355126,CALL
flop,3,44.55,20.51,99.27,0,0.135,0.315247,FOLD
river,4,73.04,19.89,64.59,0,0.095,0.214032,FOLD
river,4,24.67,19.2,36.51,0,0.405,0.437657,FOLD
river,4,26.44,2.0,54.68,0,0.01,0.070323,FOLD
flop,2,74.41,26.55,41.2,0,0.18,0.262975,FOLD
river,3,44.35,0.14,31.95,0,0.0,0.003147,CALL
flop,3,26.96,29.74,140.8,0,0.065,0.524515,FOLD
river,2,43.66,26.15,24.03,0,0.255,0.374588,FOLD
river,2,35.62,22.99,83.72,0,0.46,0.392254,CALL
river,2,64.73,33.03,79.64,0,0.31,0.337868,FOLD
preflop,3,40.53,28.91,112.71,0,0.28,0.416331,FOLD
river,1,51.06,13.26,52.69,0,0.44,0.206157,CALL
river,1,16.75,8.62,42.43,0,0.545,0.339771,CALL
turn,4,28.9,27.85,83.12,0,0.0,0.490749,FOLD
preflop,1,53.21,12.63,138.06,0,0.44,0.191829,CALL
turn,4,50.8,9.89,100.82,0,0.18,0.162959,CALL
river,1,15.56,7.73,149.24,0,0.215,0.331902,FOLD
preflop,2,36.25,12.0,149.6,0,0.205,0.248705,FOLD
river,1,51.31,20.07,38.15,0,0.1,0.281171,FOLD
flop,1,69.43,6.12,72.14,0,0.585,0.081006,CALL
preflop,2,77.78,21.3,70.75,0,0.275,0.214978,CALL
turn,4,61.9,25.35,52.32,0,0.09,0.290544,FOLD
river,2,10.76,12.38,20.48,0,0.0,0.535004,FOLD
river,3,63.65,14.18,43.6,0,0.62,0.182192,CALL
turn,4,24.11,10.3,144.46,0,0.17,0.299332,FOLD
flop,1,38.12,34.03,101.27,0,0.355,0.471656,FOLD
turn,2,20.06,19.91,100.44,0,0.4,0.498124,FOLD
turn,2,10.15,4.43,43.52,0,0.29,0.303841,CALL
turn,1,78.23,16.2,80.48,0,0.425,0.171556,CALL
flop,1,49.41,3.56,124.59,0,0.25,0.067208,CALL
turn,1,70.03,27.72,82.79,0,0.62,0.283581,CALL
river,3,34.38,8.23,136.49,0,0.0,0.193147,FOLD
preflop,2,17.05,5.6,145.04,0,0.375,0.247241,CALL
preflop,3,48.85,30.42,56.64,0,0.125,0.383752,FOLD
flop,4,59.39,30.84,135.63,0,0.3,0.341793,FOLD
flop,4,55.47,4.05,132.57,0,0.015,0.068044,FOLD
turn,4,31.36,25.21,70.58,0,0.225,0.445643,FOLD
preflop,1,65.22,22.05,92.81,0,0.465,0.252664,CALL
turn,3,20.1,7.46,134.7,0,0.415,0.270682,CALL
flop,2,73.23,0.97,30.46,0,0.47,0.013073,CALL
flop,1,63.96,30.37,43.26,0,0.635,0.321955,CALL
river,1,79.32,20.29,59.48,0,0.8,0.203694,RAISE
turn,4,41.66,21.58,114.44,0,0.0,0.34124,FOLD
river,3,22.7,16.73,125.34,0,0.35,0.424296,FOLD
preflop,4,78.96,19.35,96.05,0,0.15,0.196826,FOLD
flop,3,6.71,4.47,148.4,0,0.475,0.399821,CALL
preflop,4,8.51,6.17,89.1,0,0.23,0.4203,FOLD
flop,4,56.29,7.23,130.95,0,0.15,0.113822,CALL
flop,4,61.85,8.27,79.91,0,0.265,0.117941,CALL
turn,3,58.86,17.0,107.17,0,0.19,0.224097,FOLD
turn,3,33.92,5.88,78.58,0,0.04,0.147739,FOLD
turn,2,64.27,4.03,138.83,0,0.04,0.059004,CALL
preflop,3,56.51,8.91,114.17,0,0.21,0.136197,CALL
turn,3,41.5,11.63,145.61,0,0.07,0.218897,FOLD
preflop,4,3.8,2.67,56.99,0,0.275,0.412674,FOLD
turn,2,41.2,10.16,73.21,0,0.115,0.197819,FOLD
river,2,41.25,32.46,72.03,0,0.14,0.440374,FOLD
turn,1,11.31,2.67,25.73,0,0.225,0.190987,CALL
flop,3,59.01,14.17,126.48,0,0.09,0.193632,FOLD
flop,1,7.89,8.0,30.04,0,0.78,0.503461,RAISE
river,1,51.52,18.68,136.82,0,0.95,0.266097,RAISE
river,2,41.94,33.45,88.85,0,0.105,0.443693,FOLD
turn,3,7.26,8.34,146.11,0,0.15,0.534615,FOLD
preflop,1,44.98,27.27,126.69,0,0.555,0.377439,CALL
preflop,4,74.82,0.11,120.4,0,0.24,0.001468,CALL
river,2,53.8,7.77,131.97,0,0.95,0.126198,RAISE
river,3,2.82,2.63,86.44,0,0.61,0.482569,CALL
river,3,24.53,11.57,140.91,0,0.0,0.320499,FOLD
river,1,77.29,32.77,20.4,0,0.02,0.297747,FOLD
preflop,4,64.81,26.88,60.2,0,0.275,0.293162,CALL
preflop,3,2.43,2.62,87.86,0,0.225,0.518812,FOLD
turn,3,33.68,29.22,58.78,0,0.13,0.464547,FOLD
river,2,65.72,23.62,30.74,0,0.49,0.264383,CALL
preflop,3,44.25,1.19,22.88,0,0.18,0.026188,CALL
turn,4,8.63,1.45,121.01,0,0.42,0.143849,CALL
river,4,41.44,20.68,79.02,0,0.005,0.332904,FOLD
river,3,25.12,15.38,58.13,0,0.135,0.379753,FOLD
turn,1,54.92,8.56,104.42,0,0.46,0.134846,CALL
flop,2,6.25,2.34,113.18,0,0.115,0.27241,FOLD
river,4,13.14,4.28,149.35,0,0.01,0.245695,FOLD
flop,3,9.57,1.45,142.01,0,0.095,0.131579,FOLD
river,2,26.84,19.89,83.75,0,0.325,0.425637,FOLD
flop,1,19.21,12.61,101.95,0,0.91,0.396292,RAISE
preflop,1,70.67,31.92,96.22,0,0.51,0.311141,CALL
turn,4,30.88,7.36,119.74,0,0.15,0.192469,FOLD
turn,1,37.04,14.7,93.71,0,0.145,0.284113,FOLD
flop,3,8.36,9.32,124.23,0,0.285,0.527149,FOLD
flop,3,32.89,19.16,101.33,0,0.295,0.368108,FOLD
flop,3,53.86,11.1,44.8,0,0.14,0.170874,FOLD
river,2,57.45,14.67,89.58,0,0.0,0.203411,FOLD
